#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество лифтов	Количество подъездов	Лифты	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Оборудование	Количество мусоропроводов, ед.	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фундамент	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение
6	ул. Михайловская, д. 9, Севастополь	1980	Есть	Нет	нет	174	Не присвоен	11	5	5	1	7 745.90	92.30	2 386.30	6 348.81	Жилой дом	Есть	На счете регионального оператора	Многоквартирный дом	1	0.00	Приточно-вытяжная вентиляция	Центральное	Внутренние водостоки	Отсутствует	Отсутствует	Отсутствует	Центральное	Центральное	Центральное	Блочные	1 667.20	Плоская	Отсутствует	Железобетонные	Ленточный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество лифтов	Количество подъездов	Лифты	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Оборудование	Количество мусоропроводов, ед.	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фундамент	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение
7	ул. Симонок, д. 62, Севастополь	1989	Не имеется	Нет	отсутствует	72	A	3	3	пассажирские - 3, 	9	9	3 215.10	0.00	1 267.30	4 800.00	0.00	отсутствует	Не имеется	Не определен	Многоквартирный дом	отсутствует	3	Панельные	502.10	Плоская	На лестничной клетке	Железобетонные	Ленточный	1	0.00	Приточная вентиляция	Центральное	Внутренние водостоки	Отсутствует	Центральное (открытая система)	Отсутствует	Центральное	Центральное	Центральное
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество лифтов	Количество подъездов	Лифты	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Количество мусоропроводов, ед.	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фундамент
8	пр-кт. Античный, д. 11, Севастополь	2010	Есть	Нет	отсутствует	132	Не присвоен	2	1	пассажирские - 1, 	16	16	13	9 175.20	617.80	3 266.60	5 548.00	204.20	индивидуальный проект	Есть	На специальном счете организации	Многоквартирный дом	2	0.00	Приточно-вытяжная вентиляция	Центральное	Внутренние водостоки	Центральное	Автономная котельная (крышная, встроенно-пристроенная)	Автоматическая	Автономная котельная (крышная, встроенно-пристроенная)	Центральное	Центральное	1	Монолитные	750.30	Плоская	На лестничной клетке	Железобетонные	Ленточный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество лифтов	Количество подъездов	Лифты	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Количество мусоропроводов, ед.	Несущие стены	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
9	ул. Кесаева Астана, д. 14, Севастополь	1995	Есть	Нет	72	C	6	8	пассажирские - 6, 	6	6	30	6 480.90	1 859.20	2 507.80	10 906.00	блочный	Есть	На специальном счете организации	Многоквартирный дом	2	Вытяжная вентиляция	Центральное	Внутренние водостоки	Центральное	Отсутствует	Пожарные гидранты	Центральное	Центральное	Центральное	6	Блочные	Плоская	На лестничной клетке	Железобетонные	Облицованный плиткой	Иной
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фундамент
10	ул. Северная, д. 22, стр. жилой дом, Севастополь	1981	Не имеется	Нет	26	1	2	2	1 018.00	822.00	0.00	749.00	0.00	нет данных	Не имеется	На счете регионального оператора	Многоквартирный дом	1	0.00	Отсутствует	Центральное	Отсутствует	Отсутствует	Отсутствует	Отсутствует	Центральное	Центральное	Центральное	Каменные, кирпичные	666.70	Плоская	Отсутствует	Железобетонные	Ленточный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
11	проезд. Сумской, д. 6, стр. жилой дом, Севастополь	1953	Не имеется	Нет	13	C	1	1	1	34	600.00	121.00	0.00	662.00	0.00	хоз способ	Не имеется	На специальном счете у регионального оператора	Многоквартирный дом	1	Отсутствует	Отсутствует	Смешанные	Отсутствует	Отсутствует	Отсутствует	Печное	Центральное	Центральное	Каменные, кирпичные	0.00	Скатная	Отсутствует	Железобетонные	Оштукатуренный	Ленточный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
12	ул. Узловая, д. 104, стр. жилой дом, Инкерман	1978	Не имеется	Нет	не имеется	22	C	1	2	2	26	490.00	0.00	0.00	382.00	0.00	панельный	Не имеется	На счете регионального оператора	Многоквартирный дом	1	0.00	Приточная вентиляция	Центральное	Наружные водостоки	Автономное	Отсутствует	Пожарные гидранты	Квартирное отопление (квартирный котел)	Центральное	Центральное	Блочные	0.00	Скатная	Отсутствует	Железобетонные	Оштукатуренный	Ленточный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фундамент
13	ул. Клубная, д. 7, стр. жилой дом, Севастополь	1944	Не имеется	Нет	3	1	1	187.00	0.00	0.00	88.00	0.00	нет данных	Не имеется	На счете регионального оператора	Многоквартирный дом	1	0.00	Отсутствует	Автономное	Отсутствует	Отсутствует	Отсутствует	Отсутствует	Отсутствует	Центральное	Центральное	Каменные, кирпичные	119.00	Скатная	Отсутствует	Деревянные	Ленточный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фундамент
14	ул. Благодатная, д. 16, стр. общежитие, Севастополь	1959	Не имеется	Нет	дом барачного типа	12	B++	1	2	2	4	559.00	209.00	0.00	230.00	блочный	Не имеется	На счете регионального оператора	Многоквартирный дом	1	1.00	Приточная вентиляция	Автономное	Наружные водостоки	Отсутствует	Отсутствует	Отсутствует	Центральное	Центральное	Центральное	Каменные, кирпичные	0.00	Скатная	Отсутствует	Железобетонные	Ленточный
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Горячее водоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Перекрытия
15	ул. Бакинская, д. 8, стр. жилой дом, Севастополь	1950	Нет	1	1	753.00	250.00	996.00	Многоквартирный дом	1	Центральное	Центральное	Отсутствует	Отсутствует	Центральное	Центральное	Иные	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество подъездов	Наибольшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Тип дома	Количество вводов в дом, ед.	Водоотведение	Газоснабжение	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Перекрытия
16	ул. Комсомольская, д. 76, стр. жилой дом, Севастополь	1948	Нет	1	2	901.00	257.00	703.00	Многоквартирный дом	1	Центральное	Центральное	Центральное	Центральное	Центральное	Иные	189.00	Железобетонные
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь зем. участка общего имущества м2	Серия, тип постройки здания	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фундамент
17	ул. Центральная, д. 20, стр. жилой дом, Севастополь	1956	Нет	6	Не присвоен	1	1	1	214.00	55.70	310.00	Жилой дом	На счете регионального оператора	Многоквартирный дом	1	0.00	Приточно-вытяжная вентиляция	Центральное	Наружные водостоки	Отсутствует	Отсутствует	Отсутствует	Печное	Центральное	Центральное	Каменные, кирпичные	0.00	Скатная	Отсутствует	Деревянные	Ленточный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фундамент
18	ул. Садовая, д. 32а, стр. жилой дом, Севастополь	1962	Не имеется	Нет	нет	9	Не присвоен	1	1	1	130.80	0.00	60.00	248.00	Не имеется	На счете регионального оператора	Жилой дом блокированной застройки	1	0.00	Приточно-вытяжная вентиляция	Центральное	Наружные водостоки	Отсутствует	Отсутствует	Отсутствует	Печное	Центральное	Центральное	Каменные, кирпичные	0.00	Скатная	Отсутствует	Железобетонные	Ленточный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Оборудование	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фундамент	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение
19	ул. Маршала Блюхера, д. 11, Севастополь	1966	Не имеется	Нет	не имеется	114	D	2	5	1	4 553.00	0.00	1 208.00	4 039.00	0.00	пиленный известняк	Не имеется	На счете регионального оператора	Специализированный жилищный фонд	не имеется	Иные	34.00	Плоская	Отсутствует	Железобетонные	Ленточный	1	0.00	Приточная вентиляция	Центральное	Внутренние водостоки	Центральное	Отсутствует	Пожарные гидранты	Центральное	Центральное	Центральное
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Количество мусоропроводов, ед.	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
20	пр-кт. Генерала Острякова, д. 170, стр. жилой дом, Севастополь	1987	Не имеется	Нет	нет	40	Не присвоен	2	5	1	1 424.00	0.00	1 351.00	1 029.00	0.00	62	Не имеется	На счете регионального оператора	Многоквартирный дом	1	Приточно-вытяжная вентиляция	Центральное	Внутренние водостоки	Центральное	Отсутствует	Отсутствует	Центральное	Центральное	Центральное	1	Иные	502.00	Плоская	На лестничной клетке	Железобетонные	Оштукатуренный	Ленточный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Количество мусоропроводов, ед.	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фундамент
21	пр-кт. Античный, д. 9, Севастополь	2011	Есть	Нет	"МКД ТСН ""Античный9"""	172	Не присвоен	14	6	5	6	10 626.30	274.60	5 978.00	0.00	0.00	Блочный	Не имеется	На специальном счете организации	Многоквартирный дом	2	0.00	Приточно-вытяжная вентиляция	Центральное	Наружные водостоки	Центральное	Квартирное (квартирный котел)	Отсутствует	Квартирное отопление (квартирный котел)	Центральное	Центральное	14	Блочные	2 077.30	Скатная	На лестничной клетке	Железобетонные	Ленточный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество лифтов	Количество подъездов	Лифты	Наибольшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Оборудование	Количество мусоропроводов, ед.	Несущие стены	Площадь подвала, кв.м	Мусоропровод	Перекрытия	Фасад	Фундамент	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение
22	ул. Степаняна, д. 2-А, к. 1, Севастополь	2012	Есть	Нет	на балконах общего пользования 8 и 11 этажах имеются спортивные тренажеры	144	B	2	1	пассажирские - 1, грузовые - 1	16	9	6 806.00	748.80	1 989.20	665.20	0.00	Монолитный	Есть	Не определен	Многоквартирный дом	Крышная котельная	1	Монолитные	547.80	На лестничной клетке	Железобетонные	Окрашенный	Свайный	2	0.00	Приточно-вытяжная вентиляция	Центральное	Смешанные	Отсутствует	Отсутствует	Пожарные гидранты	Автономная котельная (крышная, встроенно-пристроенная)	Центральное	Центральное
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Оборудование	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение
