#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Оборудование	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фундамент	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение
6	пр-кт. Советский, д. 28, Кемерово	1957	Есть	Нет	благоустроенный	73	Не присвоен	6	5	5	9	4 758.50	774.60	3 234.20	4 560.55	72.00	Индивидуальный	Не имеется	На счете регионального оператора	Многоквартирный дом	отсутствует	Каменные, кирпичные	1 713.30	Скатная	Отсутствует	Деревянные	Оштукатуренный	Ленточный	1	0.00	Приточная вентиляция	Центральное	Наружные водостоки	Центральное	Центральное (открытая система)	Пожарные гидранты	Центральное	Центральное	Центральное
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Оборудование	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение
7	ул. Коломейцева, д. 8, Кемерово	1964	Есть	Нет	благоустроенный	56	Не присвоен	3	5	5	3	2 420.70	134.60	1 269.50	2 618.80	0.00	Индивидуальный	Не имеется	На счете регионального оператора	Многоквартирный дом	отсутствует	Каменные, кирпичные	701.90	Скатная	Отсутствует	Железобетонные	Соответствует материалу стен	Ленточный	1	0.00	Приточная вентиляция	Центральное	Наружные водостоки	Центральное	Центральное (открытая система)	Пожарные гидранты	Центральное	Центральное	Центральное
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Площадь жилых помещений м2	Газоснабжение
8	пр-кт. Октябрьский, д. 20А, Кемерово	1960	Нет	3 211.40	Автономное
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Оборудование	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение
9	ул. Красноармейская, д. 97, Кемерово	1964	Есть	Нет	Не имеется	59	Не присвоен	4	5	5	1	2 517.70	678.91	1 155.50	2 107.01	0.00	1-300	Не имеется	На счете регионального оператора	Многоквартирный дом	-	Каменные, кирпичные	879.60	Скатная	Отсутствует	Железобетонные	Соответствует материалу стен	Ленточный	1	0.00	Вытяжная вентиляция	Центральное	Наружные водостоки	Центральное	Центральное (открытая система)	Пожарные гидранты	Центральное	Центральное	Центральное
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Оборудование	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение
10	ул. Мичурина, д. 15, Кемерово	1967	Есть	Нет	благоустроенный	87	Не присвоен	6	5	5	1	4 281.80	108.70	2 257.50	3 348.10	200.00	Индивидуальный	Не имеется	На счете регионального оператора	Многоквартирный дом	отсутствует	Панельные	1 108.20	Скатная	Отсутствует	Железобетонные	Соответствует материалу стен	Свайный	1	0.00	Приточная вентиляция	Центральное	Наружные водостоки	Центральное	Центральное (открытая система)	Пожарные гидранты	Центральное	Центральное	Центральное
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Оборудование	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение
11	ул. Васильева, д. 11, Кемерово	1966	Есть	Нет	благоустроенный	89	Не присвоен	6	5	5	4 326.70	0.00	2 297.00	4 703.11	150.00	Индивидуальный	Не имеется	На счете регионального оператора	Многоквартирный дом	отсутствует	Панельные	1 105.20	Скатная	Отсутствует	Железобетонные	Соответствует материалу стен	Бетонные столбы	1	0.00	Приточная вентиляция	Центральное	Наружные водостоки	Центральное	Центральное (открытая система)	Пожарные гидранты	Центральное	Центральное	Центральное
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Оборудование	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение
12	пр-кт. Октябрьский, д. 20, Кемерово	1961	Есть	Нет	-	60	Не присвоен	3	5	5	2 684.10	152.40	201.30	12 844.00	0.00	1-466	Не имеется	На счете регионального оператора	Многоквартирный дом	-	Каменные, кирпичные	330.00	Скатная	Отсутствует	Железобетонные	Окрашенный	Ленточный	1	0.00	Вытяжная вентиляция	Центральное	Наружные водостоки	Отсутствует	Центральное (открытая система)	Пожарные гидранты	Центральное	Центральное	Центральное
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Оборудование	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение
13	ул. Красноармейская, д. 101, Кемерово	1959	Есть	Нет	-	38	Не присвоен	2	5	5	1	1 506.80	84.60	204.30	5 177.00	0.00	индивидуальный проект	Не имеется	На счете регионального оператора	Многоквартирный дом	-	Каменные, кирпичные	347.40	Скатная	Отсутствует	Железобетонные	Оштукатуренный	Ленточный	1	0.00	Вытяжная вентиляция	Центральное	Наружные водостоки	Центральное	Центральное (открытая система)	Отсутствует	Центральное	Центральное	Центральное
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Оборудование	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фундамент	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение
14	ул. Красноармейская, д. 124А, Кемерово	1961	Есть	Нет	-	73	Не присвоен	4	5	5	5	2 742.50	378.90	263.00	4 329.00	0.00	индивидуальный проект	Не имеется	На счете регионального оператора	Многоквартирный дом	-	Каменные, кирпичные	874.70	Скатная	Отсутствует	Железобетонные	Ленточный	1	0.00	Вытяжная вентиляция	Центральное	Наружные водостоки	Центральное	Центральное (открытая система)	Отсутствует	Центральное	Центральное	Центральное
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Оборудование	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фундамент	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение
15	ул. Красноармейская, д. 135, Кемерово	1965	Есть	Нет	-	79	Не присвоен	4	5	5	1	3 488.60	68.00	459.30	5 607.00	0.00	индивидуальный проект	Не имеется	На счете регионального оператора	Многоквартирный дом	-	Панельные	871.20	Скатная	Отсутствует	Железобетонные	Ленточный	1	0.00	Вытяжная вентиляция	Центральное	Наружные водостоки	Центральное	Центральное (открытая система)	Отсутствует	Центральное	Центральное	Центральное
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Оборудование	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение
16	пр-кт. Советский, д. 46, Кемерово	1948	Есть	Нет	благоустроенный	30	Не присвоен	5	4	4	8	1 459.50	954.90	1 081.40	3 039.90	0.00	Индивидуальный	Не имеется	На счете регионального оператора	Многоквартирный дом	отсутствует	Каменные, кирпичные	566.70	Скатная	Отсутствует	Деревянные	Оштукатуренный	Ленточный	1	0.00	Приточная вентиляция	Центральное	Наружные водостоки	Центральное	Центральное (открытая система)	Пожарные гидранты	Центральное	Центральное	Центральное
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Оборудование	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение
17	ул. Телецентр, д. 1, Кемерово	1958	Не имеется	Нет	-	30	Не присвоен	4	3	3	2	1 894.80	262.90	243.50	4 869.70	0.00	1-440	Не имеется	На счете регионального оператора	Многоквартирный дом	-	Каменные, кирпичные	992.00	Скатная	Отсутствует	Железобетонные	Оштукатуренный	Ленточный	1	0.00	Приточная вентиляция	Центральное	Наружные водостоки	Отсутствует	Центральное (открытая система)	Пожарные гидранты	Центральное	Центральное	Центральное
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
18	пр-кт. Ленина, д. 71, Кемерово	1967	Не имеется	Нет	127	Не присвоен	8	5	5	7	5 287.00	2 796.00	2 469.40	6 808.26	0.00	Индивидуальный проект	Не имеется	На счете регионального оператора	Многоквартирный дом	2	Приточно-вытяжная вентиляция	Центральное	Наружные водостоки	Отсутствует	Центральное (открытая система)	Отсутствует	Центральное	Центральное	Центральное	Каменные, кирпичные	1 753.10	Скатная	Отсутствует	Железобетонные	Соответствует материалу стен	Свайный
#	Адрес	Год ввода в эксплуатацию	Дом признан аварийным	Площадь жилых помещений м2	Газоснабжение
19	пр-кт. Ленина, д. 82В, Кемерово	1966	Нет	4 362.60	Автономное
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Оборудование	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение
20	ул. Красная, д. 15, Кемерово	1966	Есть	Нет	-	76	Не присвоен	4	5	5	4	3 313.50	213.80	308.00	1 378.00	0.00	индивидуальный проект	Не имеется	На счете регионального оператора	Многоквартирный дом	-	Панельные	871.80	Скатная	Отсутствует	Железобетонные	Соответствует материалу стен	Ленточный	1	0.00	Вытяжная вентиляция	Центральное	Наружные водостоки	Центральное	Центральное (открытая система)	Отсутствует	Центральное	Центральное	Центральное
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Количество нежилых помещений	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Оборудование	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фундамент	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение
21	пр-кт. Советский, д. 49, Кемерово	1953	Есть	Нет	-	40	Не присвоен	4	5	5	4	2 502.30	1 248.40	1 711.00	905.00	0.00	индивидуальный проект	Не имеется	На счете регионального оператора	Многоквартирный дом	-	Каменные, кирпичные	883.10	Скатная	Отсутствует	Деревянные	Ленточный	1	0.00	Вытяжная вентиляция	Центральное	Наружные водостоки	Центральное	Центральное (открытая система)	Отсутствует	Центральное	Центральное	Центральное
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Количество жилых помещений	Класс энергетической эффективности	Количество лифтов	Количество подъездов	Лифты	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Количество вводов в дом, ед.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение	Количество мусоропроводов, ед.	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент
22	пр-кт. Московский, д. 9, Кемерово	1982	Есть	Нет	416	Не присвоен	13	13	пассажирские - 13, 	9	9	24 623.60	0.00	10 158.30	25 781.80	1 634.40	1-97	Есть	На счете регионального оператора	Многоквартирный дом	8	Приточно-вытяжная вентиляция	Центральное	Внутренние водостоки	Отсутствует	Центральное (открытая система)	Отсутствует	Центральное	Центральное	Центральное	13	Панельные	3 681.40	Плоская	На лестничной клетке	Железобетонные	Соответствует материалу стен	Свайный
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Оборудование	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение
23	ул. Васильева, д. 9, Кемерово	1967	Не имеется	Нет	благоустроенный	90	Не присвоен	6	5	5	4 318.50	0.00	2 261.00	4 267.84	0.00	Индивидуальный	Не имеется	На счете регионального оператора	Многоквартирный дом	отсутствует	Панельные	1 096.10	Скатная	Отсутствует	Железобетонные	Соответствует материалу стен	Бетонные столбы	1	0.00	Приточная вентиляция	Центральное	Наружные водостоки	Центральное	Центральное (открытая система)	Пожарные гидранты	Центральное	Центральное	Центральное
#	Адрес	Год ввода в эксплуатацию	Детская площадка	Дом признан аварийным	Дополнительная информация	Количество жилых помещений	Класс энергетической эффективности	Количество подъездов	Наибольшее количество этажей	Наименьшее количество этажей	Площадь жилых помещений м2	Площадь нежилых помещений м2	Площадь помещений общего имущества м2	Площадь зем. участка общего имущества м2	Площадь парковки м2	Серия, тип постройки здания	Спортивная площадка	Формирование фонда кап. ремонта	Тип дома	Оборудование	Несущие стены	Площадь подвала, кв.м	Крыша	Мусоропровод	Перекрытия	Фасад	Фундамент	Количество вводов в дом, ед.	Объем выгребных ям, куб. м.	Вентиляция	Водоотведение	Система водостоков	Газоснабжение	Горячее водоснабжение	Система пожаротушения	Теплоснабжение	Холодное водоснабжение	Электроснабжение
